page_route,page_purpose,block,control_label,control_type,what_it_does,component_package,shared_or_unique,binding_shell,viewmodel_or_hook,data_source,read_or_write,operation_name,ui_states_present,auth_required,status,notes,max_length,required,default_value,destination_page
components/studio/chat/chat-cast-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Room & Cast panel, featured last-speaker media, cast cards, Set Player Character, Random Liked, and a real kit delete-confirm step (never window.confirm). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",cast panel,Close panel (desktop),button,Hides the desktop cast rail.,components/studio/chat/chat-cast-panel,shared,ChatCastPanel,useChatCastPanelViewModel,fixture,none,,rest,no,stubbed,"Preview at /dev/ui-preview/chat-cast-panel. Reveal control lives in the chat page shell, wave C5.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-cast-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Room & Cast panel, featured last-speaker media, cast cards, Set Player Character, Random Liked, and a real kit delete-confirm step (never window.confirm). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",cast panel,Open Room & Cast (mobile),button,"Opens the mobile Room & Cast sheet (KitModalFrame variant=sheet, R7 close header).",components/studio/chat/chat-cast-panel,shared,ChatCastPanel,useChatCastPanelViewModel,local_state,none,,"closed, open",no,working,Preview at /dev/ui-preview/chat-cast-panel.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-cast-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Room & Cast panel, featured last-speaker media, cast cards, Set Player Character, Random Liked, and a real kit delete-confirm step (never window.confirm). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",cast panel,Select cast member,button,Chooses a selectable cast member as the next responder.,components/studio/chat/chat-cast-panel,shared,ChatCastPanel,useChatCastPanelViewModel,fixture,none,,"rest, selected, not-selectable",no,stubbed,Preview at /dev/ui-preview/chat-cast-panel. Wired live with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-cast-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Room & Cast panel, featured last-speaker media, cast cards, Set Player Character, Random Liked, and a real kit delete-confirm step (never window.confirm). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",cast panel,Set Player Character,button,Opens the player-character picker overlay; visible only when turnCount === 0.,components/studio/chat/chat-cast-panel,shared,ChatCastPanel,useChatCastPanelViewModel,fixture,none,,"hidden, rest, busy, error",no,stubbed,Preview at /dev/ui-preview/chat-cast-panel. Picker overlay content and gate wired live with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-cast-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Room & Cast panel, featured last-speaker media, cast cards, Set Player Character, Random Liked, and a real kit delete-confirm step (never window.confirm). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",cast panel,Random Liked,button,Loads a random SFW liked Character into the room.,components/studio/chat/chat-cast-panel,shared,ChatCastPanel,useChatCastPanelViewModel,fixture,none,,"rest, busy, error",no,stubbed,Preview at /dev/ui-preview/chat-cast-panel. Wired live with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-cast-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Room & Cast panel, featured last-speaker media, cast cards, Set Player Character, Random Liked, and a real kit delete-confirm step (never window.confirm). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",cast panel,Delete Story,button,Opens the real kit delete-confirm sheet (never window.confirm); a quiet ghost trigger with status-danger text only.,components/studio/chat/chat-cast-panel,shared,ChatCastPanel,useChatCastPanelViewModel,local_state,none,,"rest, busy, error",no,working,Preview at /dev/ui-preview/chat-cast-panel. Confirm-step copy ported unchanged from the crestfall-main baseline (CHAT_CAST_PANEL_DELETE_CONFIRMATION).,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-cast-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Room & Cast panel, featured last-speaker media, cast cards, Set Player Character, Random Liked, and a real kit delete-confirm step (never window.confirm). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",cast panel,"Delete Story, confirm / cancel",button,"The confirm step's Cancel (cf-btn--secondary) and Delete Story (cf-btn--danger-filled, the one legal filled-danger placement) buttons.",components/studio/chat/chat-cast-panel,shared,ChatCastPanel,useChatCastPanelViewModel,fixture,none,,"rest, pending, error",no,stubbed,Preview at /dev/ui-preview/chat-cast-panel. onDeleteRoom is caller-driven; wired live with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-cast-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Room & Cast panel, featured last-speaker media, cast cards, Set Player Character, Random Liked, and a real kit delete-confirm step (never window.confirm). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",cast panel,Room List link,link,Navigates back to the Stories hub.,components/studio/chat/chat-cast-panel,shared,ChatCastPanel,useChatCastPanelViewModel,fixture,none,,rest,no,stubbed,Preview at /dev/ui-preview/chat-cast-panel. Real href wired with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-state-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Chronicle State panel, four honest state cards plus Export Chat / Share Snapshot entry points (the dialogs themselves are wave C4). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",state panel,Close panel (desktop),button,Hides the desktop state rail.,components/studio/chat/chat-state-panel,shared,ChatStatePanel,useChatStatePanelViewModel,fixture,none,,rest,no,stubbed,"Preview at /dev/ui-preview/chat-state-panel. Reveal control lives in the chat page shell, wave C5.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-state-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Chronicle State panel, four honest state cards plus Export Chat / Share Snapshot entry points (the dialogs themselves are wave C4). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",state panel,Open Chronicle State (mobile),button,"Opens the mobile Chronicle State sheet (KitModalFrame variant=sheet, R7 close header).",components/studio/chat/chat-state-panel,shared,ChatStatePanel,useChatStatePanelViewModel,local_state,none,,"closed, open",no,working,Preview at /dev/ui-preview/chat-state-panel.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-state-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Chronicle State panel, four honest state cards plus Export Chat / Share Snapshot entry points (the dialogs themselves are wave C4). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",state panel,Export Chat,button,Entry point only; opens wave C4's Export Chat dialog.,components/studio/chat/chat-state-panel,shared,ChatStatePanel,useChatStatePanelViewModel,fixture,none,,"rest, disabled",no,stubbed,Preview at /dev/ui-preview/chat-state-panel. Dialog is wave C4's chat-session-dialogs package.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-state-panel,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the Chronicle State panel, four honest state cards plus Export Chat / Share Snapshot entry points (the dialogs themselves are wave C4). Desktop sticky rail, mobile KitModalFrame sheet. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",state panel,Share Snapshot,button,Entry point only; opens wave C4's Share Snapshot dialog.,components/studio/chat/chat-state-panel,shared,ChatStatePanel,useChatStatePanelViewModel,fixture,none,,"rest, disabled",no,stubbed,Preview at /dev/ui-preview/chat-state-panel. Dialog is wave C4's chat-session-dialogs package.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-session-dialogs,"New LOOM package (wave C4, docs/plans/FABLE-GATE-PLAN.md): the real dialog surfaces wave C3's chat-cast-panel and chat-state-panel entry points open. Report (5 reason codes, 2,000-char comment with O4 counter), Export Chat (range preset + TXT/MARKDOWN), Share Snapshot (temporary/persistent, ACTIVE/REJECTED/FAILED/REVOKED, revoke behind a confirm step), Delete Story (kit confirm, baseline copy), summary-pending live region. All on KitModalFrame, full-screen at 390. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",report dialog,Report reason,select,Chooses one of the five ruled reason codes for the reported message.,components/studio/chat/chat-session-dialogs,shared,ChatSessionDialogs,useChatSessionDialogsViewModel,fixture,none,,"rest, pending, error",no,stubbed,Preview at /dev/ui-preview/chat-session-dialogs. Reason codes ported from the crestfall-main baseline (CHAT_REPORT_REASON_OPTIONS). onReasonCodeChange is caller-driven; wired live with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
