target,file,section_path,control_label,control_type,default_value,required,validation,saves_via,handler_name,data_source,visible_when,notes
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Numeric Value Binding,Missing Argument Policy,select,REJECT (valueBinding.missingPolicy),yes,"must be one of MECHANICS_EFFECT_VALUE_BINDING_MISSING_POLICIES (REJECT, IGNORE), sourced from mechanicsEffectValueBindingBuilder.js outside this unit","onPatch prop via patchValueBinding, chain terminates at parent onChange",inline onChange calling patchValueBinding({ missingPolicy: event.target.value }),in-memory effects array via onChange prop,supportsCommandEffectValueBinding(effect.type) is true and valueBinding.mode === 'ARGUMENT',Helper text explains REJECT blocks the command before rolling and IGNORE keeps the fixed value as fallback.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Numeric Value Binding,Multiplier,text,1 (valueBinding.multiplier),no,"parsed via normalizeNumber, non-finite falls back to 1; input type=number","onPatch prop via patchValueBinding, chain terminates at parent onChange","inline onChange calling patchValueBinding({ multiplier: normalizeNumber(value, 1) })",in-memory effects array via onChange prop,supportsCommandEffectValueBinding(effect.type) is true and valueBinding.mode === 'ARGUMENT',None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Numeric Value Binding,NUMBER Argument,select,"empty string, or first numericArgumentOptions entry name when mode switches to ARGUMENT",conditional,value should be one of numericArgumentOptions entries by name,"onPatch prop via patchValueBinding, chain terminates at parent onChange",inline onChange calling patchValueBinding({ argumentName: event.target.value }),numericArgumentOptions prop,supportsCommandEffectValueBinding(effect.type) is true and valueBinding.mode === 'ARGUMENT',None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Numeric Value Binding,Numeric Value Source,select,FIXED (valueBinding.mode),yes,"must be one of MECHANICS_EFFECT_VALUE_BINDING_MODES (FIXED, ARGUMENT); ARGUMENT disabled when no numericArgumentOptions exist","onPatch prop via patchValueBinding helper, chain terminates at parent onChange","inline onChange calling patchValueBinding({ mode, argumentName: ... })","numericArgumentOptions prop, ultimately props.numericArgumentOptions passed into MechanicsCommandEffects, filtered upstream via getMechanicsEffectNumericArgumentOptions against invocation.arguments of type NUMBER","supportsCommandEffectValueBinding(effect.type) is true, i.e. effect.type is METER_DELTA, COUNTER_INCREMENT, or COUNTER_SET",None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Numeric Value Binding,Offset,text,0 (valueBinding.offset),no,parsed via normalizeNumber with fallback 0; input type=number,"onPatch prop via patchValueBinding, chain terminates at parent onChange","inline onChange calling patchValueBinding({ offset: normalizeNumber(value, 0) })",in-memory effects array via onChange prop,supportsCommandEffectValueBinding(effect.type) is true and valueBinding.mode === 'ARGUMENT',None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Numeric Value Binding,Rounding,select,NONE (valueBinding.rounding),yes,"must be one of MECHANICS_EFFECT_VALUE_BINDING_ROUNDING (NONE, ROUND, FLOOR, CEIL, TRUNCATE), sourced from mechanicsEffectValueBindingBuilder.js outside this unit","onPatch prop via patchValueBinding, chain terminates at parent onChange",inline onChange calling patchValueBinding({ rounding: event.target.value }),in-memory effects array via onChange prop,supportsCommandEffectValueBinding(effect.type) is true and valueBinding.mode === 'ARGUMENT',None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Progression Profile,Progression Profile fields (injected component),"other (externally injected sub-component, not defined in this unit)","effect.progressionProfile, fixture example { rankValueId: character_level, ... }",conditional,"UNKNOWN, delegated entirely to MechanicsProgressionProfileFields which lives in a sibling package (components/studio/my-creations/edit/sections/mechanics-modules/mechanics-progression-profile/) and was not part of this unit's file list","onChange callback wired here to onPatch({ targetId: nextProfile.rankValueId, progressionProfile: nextProfile }), so any control inside the injected component ultimately reaches this unit's onPatch/patchEffect chain and terminates at the parent onChange prop, same as other rows",onChange prop passed to ProgressionProfileFieldsComponent,"effect.progressionProfile in-memory, plus whatever internal state the sibling package manages (out of scope, not read)",effect.type === 'PROGRESSION_RECONCILE' and ProgressionProfileFieldsComponent prop is non-null (it is always supplied as MechanicsProgressionProfileFields by MechanicsCommandEffects.jsx),"This is a single injection slot for a whole external field group, not itemized here since MechanicsProgressionProfileFields.jsx is outside the assigned file list for this unit; flagged in escalations."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Target Binding,Apply Mechanics State To,select,FIXED (mode),yes,"must be one of MECHANICS_EFFECT_TARGET_BINDING_MODES (FIXED, ARGUMENT); ARGUMENT option is disabled when argumentOptions list is empty","onPatch prop (EffectTargetBindingFields), which is patchEffect passed down from MechanicsCommandEffectCardView, same chain terminating at parent onChange",inline onChange in EffectTargetBindingFields calling onPatch({ targetBinding: normalizeMechanicsEffectTargetBinding({...}) }),"argumentOptions prop, ultimately from props.argumentOptions passed into MechanicsCommandEffects (sourced outside this unit, likely command invocation arguments)",ALWAYS (but ARGUMENT choice disabled when no eligible argumentOptions exist),Switching to ARGUMENT auto-selects the first available argument option if none was previously set.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Target Binding,Resolved Argument,select,"empty string, or first argumentOptions entry name when mode switches to ARGUMENT",conditional,value should be one of argumentOptions entries by name; empty option 'Select an argument' allowed,"onPatch prop, same chain as Apply Mechanics State To, terminating at parent onChange","inline onChange calling onPatch({ targetBinding: normalizeMechanicsEffectTargetBinding({..., mode: 'ARGUMENT', argumentName: event.target.value}) })",argumentOptions prop (filtered upstream by getMechanicsEffectTargetArgumentOptions against invocation.arguments of allowed target types),binding.mode === 'ARGUMENT' and safeOptions.length > 0; otherwise a static warning message is shown instead (not a control),None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-outcomes/MechanicsCommandOutcomes.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Outcomes > Outcome Branch,Add Effect,button,NONE,no,"conditional: disabled unless canAddEffects, which requires branch.effectMode to be REPLACE or APPEND","addOutcomeEffect(outcome) in mechanicsCommandOutcomesOperations.js builds a new effect object (id via uniqueEffectId, type FLAG_SET, targetId empty string, targetBinding { mode: FIXED, argumentName: '' }, value true, reason empty string), forces effectMode to REPLACE if it was not already REPLACE or APPEND, appends the effect, then calls patchOutcome(outcome, patch) which runs the same replaceOutcomes -> onPatchCommand chain as above.",onClick={() => addOutcomeEffect(outcome)}; addOutcomeEffect defined in mechanicsCommandOutcomesOperations.js,onPatchCommand prop callback,"always rendered, but disabled when branch.effectMode is not REPLACE or APPEND (canAddEffects false)",Repeated once per outcome branch (4 instances). Button title text changes based on canAddEffects state.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-outcomes/MechanicsCommandOutcomes.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Outcomes > Outcome Branch,Effect Mode,select,"branch.effectMode: INHERIT for CRITICAL_SUCCESS and SUCCESS, NONE for FAILURE and FUMBLE (getDefaultCommandOutcomeEffectMode), or REPLACE if the branch already has effects on normalization",no,"value constrained to enum COMMAND_OUTCOME_EFFECT_MODES: INHERIT, REPLACE, APPEND, NONE. On normalization, any non-enum value falls back to the computed default.","patchOutcome(outcome, { effectMode: event.target.value }) in mechanicsCommandOutcomesOperations.js, which calls replaceOutcomes -> onPatchCommand(commandIndex, { outcomes: normalizeCommandOutcomes(...) }). onPatchCommand is a callback prop supplied by the parent (MechanicsCommandOutcomes.jsx receives it and forwards to the viewModel). The parent that actually persists (per README, MechanicsModuleAssembly.jsx, which persists the full Mechanics document atomically) was not part of this unit's file list and was not read in this pass.",inline onChange arrow calling patchOutcome; patchOutcome defined in mechanicsCommandOutcomesOperations.js createMechanicsCommandOutcomesController,onPatchCommand prop callback (no direct fetch or API client call inside this unit),ALWAYS (rendered for every outcome branch),"Repeated once per outcome branch. branches array is COMMAND_RESOLUTION_OUTCOMES.map, so this single control definition renders 4 times (CRITICAL_SUCCESS, SUCCESS, FAILURE, FUMBLE), one row emitted per instructions."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-outcomes/MechanicsCommandOutcomes.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Outcomes > Outcome Branch,Outcome Summary,textarea,"branch.summary, normalized to empty string via normalizeString(source.summary || source.reason || source.description) if unset",no,"NONE (free text, only whitespace-trimmed on normalization)","patchOutcome(outcome, { summary: event.target.value }) -> replaceOutcomes -> onPatchCommand(commandIndex, { outcomes }) callback prop, same chain as Effect Mode. Ultimate persistence boundary is outside this unit (parent MechanicsModuleAssembly, not read in this pass).",inline onChange arrow calling patchOutcome,onPatchCommand prop callback,ALWAYS,Placeholder text is Optional deterministic result note. Repeated once per outcome branch (4 instances).
